stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name,lambda_0.0,lambda_0.05,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.65,lambda_0.7,lambda_0.75,lambda_0.8,lambda_0.85,lambda_0.9,lambda_0.95,lambda_1.0
967,57,0.28228761666246716,0.5765950117116846,16.459175424307553,-71.141711,42.35209,967.0,Cambridge St @ Saunders St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
969,57,0.16756475255896872,1.865968468352992,14.844454607385712,-71.145539,42.3508640000001,969.0,Cambridge St @ Dustin St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,57,0.3511834335610761,0.6844431918411773,14.500715160675874,-71.147347,42.350124,970.0,Cambridge St @ Sparhawk St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,57,0.10142215699914149,0.6782304400492478,13.935398633354858,-71.1492259999999,42.3494420000001,971.0,Cambridge St @ Elko St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,57,0.3777454558250331,0.9076464919758691,13.403468218060365,-71.151941,42.3490810000001,972.0,Washington St @ Waldo Terr,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,57,0.5350242380719048,1.2538730330078538,12.676252261776694,-71.15404,42.349206,973.0,Washington St @ Market St,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,57,0.2465937835488095,1.442516559704533,11.49051429932253,-71.157223,42.34916,974.0,Washington St @ Foster St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,57,0.24655744014439668,1.5783080315730897,10.15699754578843,-71.1605729999999,42.348976,975.0,Washington St @ Brock St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,57,0.07781023768369202,1.4111113259054027,8.833394608626758,-71.164524,42.349897,977.0,Washington St @ Oak Square Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9780,57,0.22485177413996713,1.7080643354673077,7.336685068776014,-71.1666499999999,42.3505630000001,9780.0,Washington St @ Oak Sq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,57,0.1327768329965178,0.7872924740980191,7.276678767584479,-71.1686359999999,42.3506090000001,979.0,Tremont St @ Washington St,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,57,0.03667712059672073,0.5548542996037261,6.760768638217033,-71.172164,42.3507980000001,981.0,Tremont St opp Tremont Pl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
982,57,0.04832512748575273,0.3323571045085305,6.460250894657058,-71.173976,42.3516670000001,982.0,Tremont St opp Cufflin St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
983,57,0.0041781135835533495,0.09682404139741092,6.378822383953118,-71.1765339999999,42.35292,983.0,Tremont St @ Playstead Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
985,57,0.014679123202507726,0.1141815790725842,6.281088374341166,-71.178781,42.353972,985.0,Tremont St @ Waverley Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
986,57,0.007748111516709434,0.29057474222489676,6.016651673810205,-71.1811969999999,42.35483,986.0,Tremont St @ Hibbard Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,57,0.021265587523764642,0.2654727824741038,5.781685961163,-71.182247,42.3556060000001,987.0,Park St @ Tremont St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,57,0.06146984223395275,1.5081977783874219,4.338977634964572,-71.1846419999999,42.3580400000001,988.0,Centre St @ Jefferson St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,57,0.007531605360210258,0.298467471814849,4.0579006492139476,-71.185332,42.360079,989.0,Galen St @ Maple St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
900,57,0.0,3.802662515303471,0.27302453761982076,-71.1857029999999,42.3643070000001,900.0,Watertown Yard,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
