stop_id,average_ons,average_offs,average_load,time_period_id,X,Y,Stop_ID,Stop_Name,lambda_0.5,lambda_0.75
108,0.086363636,1.809090909,7.9,time_period_07,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.055555556,1.055555556,5.733333333,time_period_08,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0,0.22,2.12,time_period_09,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.100877193,1.886842105,10.47192982,time_period_10,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,1
108,0.097530864,1.537037037,12.30617284,time_period_11,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,1
109,0,0.1,4.725,time_period_01,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0,0.257142857,3.914285714,time_period_02,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0.026666667,1.413333333,7.073333333,time_period_03,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0.025,1.460714286,7.507142857,time_period_04,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0.076470588,1.711764706,10.21764706,time_period_05,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,1,1
109,0.06875,1.71875,12.80625,time_period_06,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,1,1
109,0.036363636,0.877272727,7.059090909,time_period_07,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,1,1
109,0.011111111,0.766666667,4.966666667,time_period_08,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0,0.16,1.96,time_period_09,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0.044736842,1.7,8.827192982,time_period_10,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
109,0.027160494,2.09382716,10.24197531,time_period_11,-71.115371,42.372099,109,Massachusetts Ave @ Bow St,0,1
110,0,4.2875,0.425,time_period_01,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,3.6,0.357142857,time_period_02,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,6.506666667,0.546666667,time_period_03,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,7.078571429,0.428571429,time_period_04,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,9.823529412,0.382352941,time_period_05,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,12.40625,0.4,time_period_06,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,6.609090909,0.472727273,time_period_07,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,4.433333333,0.566666667,time_period_08,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,1.88,0.08,time_period_09,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,8.506140351,0.330701754,time_period_10,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
110,0,10.04814815,0.197530864,time_period_11,-71.118124,42.373259,110,Massachusetts Ave @ Holyoke St,1,1
